Time,Pitch
3644,269
3656,268
3657,268
3658,268
3686,270
3687,270
3688,271
3689,271
3690,271
3691,271
3692,271
3693,271
3694,271
3695,271
3696,271
3697,270
3698,270
3699,270
3700,269
3701,269
3702,269
3703,269
3704,269
3705,269
3706,270
3707,270
3708,270
3709,270
3710,271
3711,271
3712,271
3713,271
3714,271
3715,271
3716,270
3717,270
3718,268
3719,267
3720,266
3721,265
3725,265
3726,266
3727,268
3728,270
3729,271
3730,271
3731,272
3732,272
3733,272
3734,272
3758,280
3759,280
3760,280
3761,279
3762,278
3763,277
3764,275
3765,273
3766,271
3767,270
3768,270
3769,270
3770,269
3771,269
3772,270
3786,272
3787,272
3788,272
3794,272
3795,271
3796,271
3806,266
3807,267
3808,268
3809,268
3810,271
3811,274
3812,275
3813,276
3814,237
3815,233
3816,232
3836,239
3837,239
3838,242
3839,242
3840,245
3841,245
3842,247
3843,248
3844,248
3845,248
3846,248
3847,247
3848,246
3849,245
3850,244
3851,243
3852,243
3853,242
3854,243
3855,242
3856,242
3857,242
3858,242
3859,242
3860,242
3861,242
3862,241
3863,241
3864,241
3865,241
3866,240
3867,240
3868,240
3869,240
3870,239
3871,239
3872,239
3873,238
3874,239
3875,238
3882,236
3883,236
3884,236
3885,235
3886,236
3887,236
3888,236
3889,237
3890,238
3891,239
3892,240
3893,241
3894,243
3895,244
3896,245
3897,247
3898,248
3899,248
3900,250
3901,251
3902,252
3903,253
3904,253
3905,254
3908,256
3909,257
3910,258
3911,260
3912,261
3913,263
3914,264
3915,264
3916,265
3917,266
3918,266
3919,267
3920,268
3921,269
4039,274
4040,273
4041,273
4042,272
4043,271
4044,271
4045,270
4051,268
4052,268
4053,268
4054,269
4055,268
4056,268
4057,269
4058,270
4059,270
4060,270
4061,271
4062,271
4063,272
4064,273
4074,273
4075,272
4104,265
4105,266
4106,267
4107,267
4108,267
4109,267
4110,268
4111,268
4117,267
4118,267
4124,269
4125,269
4128,269
4129,269
4130,269
4131,269
4132,269
4133,269
4134,269
4135,269
4136,269
4137,269
4138,270
4139,270
4140,270
4141,270
4142,270
4143,270
4144,270
4145,270
4146,270
4156,267
4157,268
4158,269
4159,270
4160,270
4161,271
4162,272
4163,273
4164,274
4165,274
4166,275
4167,275
4168,275
4169,275
4170,275
4171,274
4172,273
4173,273
4174,273
4175,273
4176,273
4177,273
4178,273
4179,274
4180,274
4181,274
4191,268
4192,268
4193,268
4194,268
4195,267
4196,267
4197,267
4198,267
4199,267
4200,267
4201,267
4202,267
4203,268
4204,268
4205,268
4206,268
4207,269
4208,269
4209,270
4210,270
4211,270
4212,270
4213,269
4214,269
4215,269
4216,269
4217,268
4218,268
4219,268
4220,268
4221,268
4222,268
4223,268
4224,268
4225,269
4226,268
4227,268
4228,268
4229,269
4230,269
4231,268
4232,269
4233,269
4234,270
4235,270
4236,270
4237,270
4238,271
4239,271
4240,271
4241,271
4242,271
4243,271
4244,271
4245,271
4246,271
4247,271
4248,271
4249,271
4250,271
4251,272
4252,272
4253,273
4254,273
4255,273
4256,273
4257,274
4258,274
4259,274
4260,274
4261,273
4262,273
4263,272
4264,271
4265,271
4275,268
4276,268
4277,268
4278,269
4279,269
4280,269
4281,269
4282,269
4283,269
4284,269
4285,268
4286,268
4287,268
4288,268
4310,273
4311,273
4312,273
4313,273
4314,273
4315,273
4316,272
4317,272
4318,271
4319,271
4320,270
4321,270
4322,269
4323,269
4324,269
4325,269
4326,269
4327,269
4328,269
4329,269
4330,269
4331,269
4332,269
4333,269
4334,269
4335,269
4336,269
4337,269
4338,269
4339,269
4340,269
4341,269
4342,269
4343,269
4344,269
4345,269
4346,269
4347,269
4348,269
4349,269
4350,269
4351,269
4352,269
4353,269
4644,259
4645,259
4646,260
4647,260
4648,260
4649,261
4650,261
4651,262
4652,263
4653,263
4654,264
4655,265
4656,266
4657,266
4658,267
4659,267
4660,268
4661,268
4662,268
4663,268
4664,269
4665,269
4666,269
4667,270
4668,270
4669,270
4670,270
4671,270
4672,270
4673,270
4674,270
4675,269
4676,269
4677,269
4678,269
4679,269
4680,269
4681,269
4682,269
4683,268
4684,268
4685,266
4686,264
4687,262
4688,261
4796,263
4797,262
4798,262
4799,262
4800,262
4801,263
4802,263
4803,265
4805,272
4806,270
4807,270
4808,270
4809,269
4810,269
4811,269
4812,269
4813,269
4814,269
4815,269
4828,269
4829,269
4830,269
4831,269
4832,268
4833,268
4834,267
4843,268
4844,268
4845,268
4846,267
4847,267
4848,267
4849,267
4850,267
4851,267
4852,268
4853,267
4855,267
4865,249
4866,248
4867,246
4868,244
4869,243
4870,242
4872,239
4873,237
4874,236
4875,236
4876,235
4877,236
4878,236
4879,236
4880,237
4881,237
4882,237
4883,237
4884,238
4885,238
4886,238
4887,238
4888,238
4889,238
4890,238
4891,239
4892,238
4893,238
4894,238
4895,239
4896,239
4897,239
4898,240
4899,240
4900,240
4901,240
4902,240
4903,240
4904,240
4905,240
4906,240
4907,240
4908,240
4909,240
4910,240
4911,240
4912,240
4913,240
4914,240
4915,240
4916,240
4917,240
4918,240
4919,240
4920,240
4921,240
4922,240
4923,239
4924,239
4925,239
4926,239
4927,239
4928,239
4929,239
4930,239
4931,239
4932,239
4933,239
4934,239
4935,239
4936,239
4937,239
4938,239
4939,239
4940,239
4941,239
4942,239
4943,239
4944,239
4945,239
4946,239
4947,239
4948,239
4949,239
4950,239
4951,239
4952,239
4953,239
4954,239
4955,238
4956,238
4957,238
4958,238
4959,238
4960,238
4961,238
4962,238
4963,239
4964,239
4965,239
4966,239
4967,239
4968,239
4969,239
4970,240
4971,240
4972,240
4973,240
4974,240
4975,240
4976,240
4977,240
4978,240
4979,240
4980,240
4981,240
4982,240
4983,240
4984,240
4985,240
4986,240
4987,240
4988,240
4989,240
4990,240
4991,240
4992,240
4993,240
4994,239
4995,239
4996,239
4997,239
4998,239
4999,239
5000,239
5001,239
5002,239
5003,239
5004,239
5005,239
5006,239
5007,239
5008,239
5009,239
5010,239
5011,239
5012,239
5013,240
5014,240
5015,240
5016,240
5017,240
5018,240
5019,240
5020,240
5021,240
5022,240
5023,240
5024,239
5025,239
5026,239
5037,236
5039,235
5042,231
5043,230
5044,229
5045,228
5046,227
5072,234
5073,234
5074,234
5075,234
5081,288
5082,287
5083,286
5084,286
5085,285
5086,284
5087,283
5099,267
5100,267
5101,266
5102,266
5103,266
5104,267
5105,268
5106,268
5107,269
5108,269
5109,270
5110,270
5111,269
5112,269
5113,269
5114,269
5115,268
5116,268
5117,267
5118,267
5119,267
5120,266
5121,265
5122,264
5123,263
5124,261
5125,260
5126,258
5127,257
5128,256
5129,255
5130,254
5131,255
5132,255
5133,257
5134,259
5135,262
5136,265
5137,268
5138,270
5139,271
5140,272
5141,272
5142,272
5143,272
5144,272
5145,271
5146,271
5147,271
5148,271
5149,271
5150,271
5151,271
5152,270
5153,270
5154,270
5155,270
5156,270
5157,269
5158,268
5159,262
5203,324
5204,323
5205,320
5206,318
5214,311
5262,305
5263,305
5264,306
5265,307
5266,308
5267,309
5268,310
5269,311
5270,311
5271,316
5272,320
5273,321
5274,322
5275,322
5276,323
5277,324
5278,325
5330,257
5331,258
5332,258
5333,258
5334,258
5335,258
5336,259
5337,259
5338,259
5340,262
5341,262
5342,265
5343,266
5344,267
5345,267
5346,267
5347,268
5348,268
5349,269
5350,269
5351,270
5352,270
5353,270
5354,270
5355,270
5356,270
5357,270
5358,270
5359,269
5360,269
5361,268
5362,268
5363,268
5364,268
5365,268
5366,267
5367,267
5368,267
5369,267
5370,268
5371,268
5372,268
5373,268
5375,268
5381,268
5382,268
5383,268
5384,267
5385,266
5386,265
5387,263
5388,261
5389,259
5390,259
5391,258
5392,257
5393,255
5394,254
5395,250
5396,249
5397,248
5398,248
5399,247
5400,247
5401,246
5402,246
5403,245
5404,245
5405,244
5406,243
5407,242
5408,242
5409,241
5410,240
5411,239
5412,238
5413,236
5414,237
5415,237
5416,236
5417,236
5418,236
5419,236
5420,236
5421,236
5422,236
5423,236
5424,236
5425,236
5426,235
5427,235
5428,236
5429,236
5430,236
5431,236
5432,236
5433,236
5434,236
5435,236
5436,236
5437,236
5438,236
5439,236
5440,236
5441,237
5442,237
5443,237
5444,237
5445,237
5446,237
5447,237
5448,237
5449,237
5450,238
5451,238
5452,238
5453,238
5454,238
5455,239
5456,239
5457,239
5458,239
5459,239
5460,239
5461,239
5462,239
5463,239
5464,239
5465,240
5466,240
5467,240
5468,240
5469,240
5470,240
5471,240
5472,240
5473,240
5474,240
5475,240
5476,240
5477,240
5478,240
5479,239
5480,239
5481,239
5482,239
5483,239
5484,239
5485,239
5486,239
5487,238
5488,238
5489,238
5490,238
5491,237
5492,237
5493,237
5494,237
5495,237
5496,237
5497,237
5498,237
5499,237
5500,237
5501,237
5502,237
5503,237
5504,237
5505,237
5506,237
5507,237
5508,238
5509,238
5510,238
5511,238
5512,238
5513,238
5514,238
5515,238
5516,238
5517,238
5518,238
5519,238
5520,238
5521,238
5522,238
5523,238
5524,238
5525,238
5526,239
5527,239
5528,239
5529,239
5530,239
5531,239
5532,239
5533,239
5534,239
5535,239
5536,239
5537,239
5538,239
5539,239
5540,239
5541,239
5542,240
5543,240
5544,240
5545,240
5546,240
5547,240
5548,240
5549,240
5550,240
5551,240
5552,240
5553,239
5554,240
5555,240
5556,240
5557,240
5558,240
5559,240
5560,240
5561,240
5562,240
5563,240
5564,240
5565,240
5566,240
5567,240
5568,239
5569,239
5570,239
5571,239
5572,238
5573,238
5574,238
5575,238
5576,238
5577,237
5578,237
5579,237
5580,237
5581,237
5582,237
5583,237
5584,237
5585,237
5586,237
5587,237
5588,237
5589,237
5590,237
5591,237
5592,237
5593,237
5594,237
5595,238
5596,238
5597,238
5598,238
5599,238
5600,239
5601,239
5602,239
5603,239
5604,239
5605,238
5606,238
5607,238
5608,238
5609,238
5610,238
5611,238
5612,238
5613,239
5614,239
5615,240
5616,240
5617,240
5618,241
5619,241
5620,241
5621,241
5622,240
5623,240
5624,240
5625,240
5626,240
5627,240
5628,239
5629,239
5630,239
5631,239
5632,238
5633,238
5634,237
5635,237
5636,237
5637,236
5638,235
5639,235
5640,234
5641,233
5642,232
5643,231
5644,230
5645,229
5646,228
5647,227
5648,225
5649,224
5650,222
5651,221
5656,277
5657,278
5658,279
5659,281
5660,281
5661,284
5662,285
5663,287
5664,288
5665,289
5666,290
5667,291
5668,291
5669,291
5670,290
5671,290
5672,289
5673,289
5674,288
5675,288
5676,288
5677,287
5678,287
5679,287
5680,287
5681,287
5695,285
5696,285
5697,285
5698,284
5699,285
5756,272
5757,272
5758,272
5759,271
5760,270
5761,270
5762,269
5763,268
5817,286
5823,293
5824,299
5825,299
5826,299
5827,299
5828,299
5829,299
5840,293
5841,293
5842,293
5843,292
5844,292
5845,291
5846,290
5847,290
5848,290
5849,289
5850,289
5851,289
5852,289
5853,289
5854,289
5855,289
5856,289
5857,289
5858,289
5859,290
5860,290
5861,290
5862,290
5863,290
5864,290
5865,289
5866,289
5867,289
5868,289
5869,289
5870,289
5871,289
5872,289
5873,289
5874,289
5875,289
5876,289
5877,289
5878,289
5996,288
5997,288
5998,288
5999,288
6000,288
6001,288
6002,288
6003,288
6004,288
6005,288
6006,288
6007,288
6008,288
6009,288
6010,288
6011,288
6012,288
6013,289
6014,289
6015,289
6016,289
6017,289
6018,290
6019,290
6020,289
6021,288
6043,278
6044,277
6045,276
6046,276
6047,275
6048,274
6049,274
6050,274
6051,273
6052,273
6053,273
6054,271
6055,269
6056,267
6057,265
6058,264
6061,264
6062,266
6063,267
6064,270
6079,273
6080,274
6081,274
6082,275
6083,276
6084,277
6085,278
6086,279
6087,280
6088,281
6089,282
6090,283
6091,284
6092,285
6093,285
6094,286
6095,287
6096,287
6097,287
6098,288
6099,288
6100,288
6101,288
6102,288
6103,288
6104,288
6105,288
6106,288
6109,292
6119,284
6120,282
6121,281
6122,279
6123,278
6124,276
6125,275
6126,274
6127,273
6128,272
6163,284
6164,290
6165,291
6166,290
6167,290
6168,289
6169,289
6170,289
6171,289
6172,290
6173,290
6174,290
6175,291
6213,361
6214,361
6215,361
6216,359
6217,359
6218,359
6219,359
6220,359
6221,359
6222,359
6223,358
6224,358
6225,358
6226,288
6227,286
6228,286
6229,286
6230,285
6231,285
6232,285
6233,290
6234,290
6235,290
6236,290
6237,291
6238,291
6239,290
6240,290
6241,290
6242,290
6243,290
6244,290
6245,290
6246,290
6247,290
6248,290
6249,290
6255,288
6256,287
6265,281
6266,280
6267,279
6268,278
6269,278
6270,278
6296,270
6297,271
6298,271
6299,272
6300,271
6301,271
6302,271
6303,271
6304,271
6305,270
6306,270
6307,270
6308,269
6309,268
6310,268
6311,268
6312,267
6313,267
6314,267
6315,267
6316,266
6317,266
6321,261
6357,291
6358,291
6359,291
6360,291
6361,291
6362,290
6363,289
6364,289
6365,288
6366,288
6367,288
6368,288
6369,289
6370,289
6371,290
6372,290
6373,290
6374,291
6375,291
6376,291
6377,291
6378,291
6379,291
6380,291
6381,290
6382,290
6383,290
6384,290
6385,290
6386,290
6387,290
6388,290
6389,290
6428,291
6429,291
6430,290
6431,291
6432,291
6433,290
6434,289
6435,288
6436,288
6437,287
6438,286
6439,285
6440,284
6473,276
6474,276
6475,276
6476,276
6477,276
6478,276
6479,276
6480,276
6481,276
6482,276
6483,277
6484,277
6485,278
6486,280
6487,281
6505,273
6506,273
6512,281
6513,281
6514,277
6515,276
6516,276
6517,275
6518,275
6519,275
6520,275
6521,274
6522,274
6523,274
6524,274
6525,273
6570,266
6571,266
6572,266
6573,267
6574,267
6575,267
6576,268
6577,268
6578,269
6579,269
6580,269
6581,269
6582,269
6583,269
6584,269
6585,269
6586,268
6587,268
6588,268
6589,268
6590,268
6591,268
6592,268
6593,268
6594,268
6595,268
6596,268
6597,268
6598,268
6599,268
6600,268
6601,269
6602,269
6603,269
6604,269
6605,270
6606,270
6607,270
6608,270
6609,271
6610,271
6611,271
6612,271
6613,271
6614,271
6615,272
6629,299
6630,298
6631,298
6632,298
6633,298
6634,298
6635,298
6636,297
6637,297
6638,297
6639,298
6640,299
6641,299
6642,300
6643,300
6644,301
6645,301
6646,302
6647,303
6648,303
6649,305
6650,306
6651,307
6652,308
6653,309
6654,310
6655,310
6656,311
6657,311
6658,311
6659,311
6660,311
6661,311
6662,311
6663,311
6664,311
6665,310
6666,310
6667,309
6668,308
6698,307
6699,308
6700,308
6701,308
6702,308
6703,309
6704,309
6705,309
6706,309
6707,310
6708,311
6713,382
6714,383
6715,383
6716,383
6717,383
6718,383
6719,383
6720,382
6721,382
6722,382
6723,381
6724,380
6725,380
6726,379
6727,379
6728,378
6729,378
6730,377
6731,376
6732,376
6733,375
6734,375
6743,303
6744,303
6745,303
6746,303
6747,303
6748,302
6749,302
6750,302
6751,302
6752,301
6753,301
6754,300
6755,299
6756,299
6757,298
6758,298
6759,297
6760,298
6761,298
6762,299
6763,300
6764,300
6765,301
6766,301
6767,300
6768,299
6769,298
6770,297
6771,296
6772,296
6773,296
6774,296
6775,296
6776,296
6777,295
6778,295
6779,294
6780,290
6781,285
6782,284
6783,282
6784,282
6785,281
6786,281
6787,279
6788,277
6789,276
6790,275
6791,274
6792,274
6793,274
6794,275
6795,276
6796,277
6797,278
6798,279
6799,280
6800,280
6801,283
6802,284
6804,288
6812,285
6813,287
6814,287
6815,287
6816,288
6817,291
6818,294
6819,295
6820,297
6821,297
6825,298
6920,307
6921,307
6922,307
6923,307
6924,307
6925,307
6926,307
6927,307
6928,307
6929,307
6930,306
6931,306
6932,305
6933,304
6934,305
6960,300
6961,299
6962,299
6963,298
6964,298
6965,297
6966,297
6967,297
6968,296
6969,296
6970,296
6971,296
6972,296
6973,296
6974,295
6975,294
6976,294
6977,294
7091,311
7101,307
7102,307
7103,308
7104,308
7105,310
7106,312
7107,313
7108,314
7109,313
7110,313
7111,312
7112,312
7113,311
7125,309
7126,309
7130,309
7131,309
7132,309
7155,302
7156,303
7157,303
7158,303
7159,303
7160,303
7161,303
7162,303
7163,302
7164,302
7165,301
7166,301
7167,300
7168,299
7169,299
7170,298
7171,297
7172,296
7173,296
7174,296
7175,296
7176,296
7177,296
7178,296
7179,296
7180,296
7181,296
7182,295
7183,295
7184,295
7185,294
7186,294
7187,294
7188,293
7189,293
7190,292
7191,292
7192,292
7193,291
7194,291
7195,291
7196,291
7197,291
7198,291
7199,291
7200,291
7201,291
7202,292
7203,292
7204,292
7205,292
7206,292
7207,292
7208,292
7209,292
7210,292
7211,291
7212,291
7213,291
7214,290
7215,290
7216,289
7217,288
7218,287
7219,286
7220,285
7221,284
7222,284
7223,283
7224,283
7225,284
7226,284
7227,284
7228,285
7229,286
7230,286
7231,287
7232,288
7233,290
7234,291
7236,295
7237,297
7238,301
7239,302
7240,303
7241,303
7242,304
7243,305
7244,305
7245,305
7246,306
7247,306
7248,306
7249,306
7250,306
7251,307
7252,307
7264,308
7265,308
7266,308
7267,308
7268,308
7269,308
7270,308
7271,309
7272,308
7273,309
7275,308
7276,308
7277,309
7279,308
7443,445
7444,446
7445,445
7446,446
7447,445
7448,445
7449,445
7450,446
7451,447
7452,447
7453,447
7454,445
7520,311
7521,313
7522,312
7523,311
7524,310
7525,310
7526,310
7527,310
7528,308
7529,308
7530,308
7531,308
7532,308
7533,308
7534,308
7535,308
7536,309
7537,309
7538,309
7539,308
7540,308
7541,308
7567,305
7568,305
7569,305
7570,304
7571,304
7572,304
7573,304
7574,305
7575,305
7576,306
7577,306
7578,307
7579,308
7580,309
7581,309
7582,309
7583,309
7584,309
7585,309
7586,310
7587,309
7588,310
7589,310
7590,310
7591,311
7592,311
7593,311
7594,311
7595,311
7596,311
7597,312
7598,312
7599,312
7600,312
7601,311
7602,311
7603,310
7604,309
7605,308
7606,308
7640,312
7641,312
7643,312
7644,312
7645,312
7646,312
7647,312
7648,311
7649,311
7650,310
7651,310
7652,310
7653,310
7654,310
7655,310
7656,310
7657,310
7658,309
7659,309
7660,309
7661,309
7662,308
7663,307
7664,307
7712,316
7713,316
7714,316
7715,316
7716,315
7717,314
7718,314
7719,313
7720,312
7721,312
7722,312
7723,312
7724,311
7725,311
7726,312
7727,312
7728,312
7729,312
7730,311
7731,311
7732,311
7733,310
7734,310
7735,309
7736,309
7737,309
7745,378
7746,378
7747,378
7748,377
7749,377
7750,377
7751,377
7752,377
7753,377
7754,377
7755,377
7756,377
7757,377
7758,377
7759,377
7760,377
7761,378
7762,378
7763,378
7764,378
7765,379
7766,379
7767,379
7768,380
7769,380
7770,380
7771,380
7772,380
7773,380
7774,381
7775,381
7776,381
7777,381
7778,381
7779,381
8194,396
8195,396
8196,397
8197,398
8198,398
8199,399
8200,399
8201,399
8202,399
8203,399
8204,399
8205,399
8206,399
8207,398
8208,398
